#    x_shift     y_shift   expansion         E_unrelaxed           E_relaxed
      0.1875      0.6875         1.5       -463.86846772       -471.85138225
      0.1875      0.6875         2.0        -459.8555445       -468.26809518
      0.1875        0.75        -1.0       -397.48018468       -463.87086192
      0.1875        0.75        -0.5       -440.21392232       -472.22129082
      0.1875        0.75         0.0       -461.08390387       -476.10290754
      0.1875        0.75         0.5       -467.69648448       -476.49662116
      0.1875        0.75         1.0       -467.44077586       -475.79669452
      0.1875        0.75         1.5       -464.66982752       -472.54641261
      0.1875        0.75         2.0       -460.64756712       -468.92155078
      0.1875      0.8125        -1.0       -371.28507257       -459.42699334
      0.1875      0.8125        -0.5       -419.01061974       -468.83576856
      0.1875      0.8125         0.0       -445.32915527       -474.93046672
      0.1875      0.8125         0.5       -456.82766879       -476.46762326
      0.1875      0.8125         1.0       -459.96652511       -475.60225007
      0.1875      0.8125         1.5       -459.10342789       -472.49146706
      0.1875      0.8125         2.0       -456.77592443       -469.99422857
      0.1875       0.875        -1.0       -360.59027916       -462.34120211
      0.1875       0.875        -0.5       -402.84665027       -469.81052202
      0.1875       0.875         0.0       -430.24041142        -473.6511585
      0.1875       0.875         0.5        -446.3685208       -475.69794066
      0.1875       0.875         1.0       -453.59948652       -474.62620478
      0.1875       0.875         1.5       -454.97972721       -471.68450335
      0.1875       0.875         2.0       -454.00705536        -468.1234098
      0.1875      0.9375        -1.0       -394.37221179       -466.23484371
      0.1875      0.9375        -0.5        -424.2325768       -472.99294906
      0.1875      0.9375         0.0       -442.95674423        -476.3096837
      0.1875      0.9375         0.5       -453.27355342       -476.49991669
      0.1875      0.9375         1.0       -457.06818679       -474.43910352
      0.1875      0.9375         1.5       -456.84980696        -470.9535254
      0.1875      0.9375         2.0        -454.9569379         -468.041712
      0.1875         1.0        -1.0        -420.5161081       -467.23885587
      0.1875         1.0        -0.5       -449.02880623       -474.60769452
      0.1875         1.0         0.0       -461.80776518       -477.81206551
      0.1875         1.0         0.5       -465.46230698       -477.63408085
      0.1875         1.0         1.0       -464.73982954       -475.02928808
      0.1875         1.0         1.5       -462.21914465       -471.67651663
      0.1875         1.0         2.0       -458.58870117       -468.05123108
        0.25         0.0        -1.0       -417.51461584        -467.2987602
        0.25         0.0        -0.5       -447.27073973       -474.37928005
        0.25         0.0         0.0       -460.70260261       -477.23977752
        0.25         0.0         0.5       -464.77329227       -477.56813336
        0.25         0.0         1.0       -464.39433123       -475.30605402
        0.25         0.0         1.5       -462.15106473       -471.39395865
        0.25         0.0         2.0       -458.69319283       -467.48204991
        0.25      0.0625        -1.0       -407.10870874       -464.96082531
        0.25      0.0625        -0.5       -445.65880493       -473.14136127
        0.25      0.0625         0.0       -463.70922747       -476.63502909
        0.25      0.0625         0.5       -468.95940579       -477.34112978
        0.25      0.0625         1.0       -468.21324637       -475.23872689
